PrincipalDetails,IsDuplicated,BloomFilter32Bit
bradleycrook1931948,0,662648673
bradleycrook1931948,1,662648673
bradleykomsic2041914,1,2788462808
bradleykomsic2041914,0,2788462808
bradleymatthews22111948,0,66501804
bradleymatthews22111948,1,66501804
bradleyoffoin2041918,0,2453969196
bradleyoffoin2041918,1,2453969196
bradleypegg2521919,1,1073653210
bradleypegg2561919,0,985150722
bradleyshepherd131916,0,1566796080
braedonpaine25121987,1,4211685890
braedonpaine25121987,0,4211685890
braedonspratt2481917,0,1016028542
braedonspratt2481917,1,1016028542
braedonspratt9111917,1,3333396854
braidenchandler2911958,0,2911761722
braidenhering841924,1,804602747
braidenhering841924,0,804602747
braidenhoh2091992,1,887048457
braidenhohn2091992,1,2231883236
braidenhohn2091992,0,2231883236
braideniesing841924,1,1733331915
braidenkang2121929,1,915028924
braidenkang2121929,1,915028924
braidenkang2121929,1,915028924
braidenkang2121929,1,915028924
braidenkang2121929,0,915028924
braidenkang421972,1,32130376
braidenkangvkslu2121929,1,696177647
braidenpar2731996,1,2301017293
braidenparr2731996,0,3556993646
brajdeohering841924,1,3677948868
brandondmlstrangway1061922,1,208179244
brandonfreiman2531937,0,78199476
brandonstrangway1061922,0,546276595
brandonwintulich431981,0,3481267788
braydencoleman661950,0,3622363390
braydenpragt29101956,0,3983327369
braydentomney3101903,0,2954756203
braydentomney3101903,1,2954756203
breanathorpe1711966,0,1913734742
breeannebrowne23101951,0,2259553570
breeannebrowne23101951,1,2259553570
breebeattie371946,0,3408734051
breebeattie371946,1,3408734051
breeboase1461921,1,866355282
breeboase1461921,1,866355282
breeboase1461921,0,866355282
breeboase1461921,1,866355282
breeboase1461921,1,866355282
breeboase1461921,1,866355282
breeboase1461921,1,866355282
breebuedqyboase1461921,1,3933311240
brendanchabrel2731909,1,3921251288
brendanchabrel2731929,1,1445652301
brendanchabrel2731929,0,1445652301
brendanchabrel2731929,1,1445652301
brendanwhillas1961914,1,1376201622
brendanwhillas1961914,1,1376201622
brendanwhillas1961914,0,1376201622
breonyaujard2411987,0,2405666049
breonywebb2951968,0,1076859838
brettbeauman2041917,0,11458466
brettbeauman2041917,1,11458466
brettfalcione381989,0,3607648579
bretufalcione381989,1,2449970544
brgreendsri1041969,1,1336121607
briannabarisic371975,1,717158788
briannabarisic371975,0,717158788
briannablac2571944,1,2648414603
briannablackwell1551944,0,1950913322
briannablackwell1551944,1,1950913322
briannablaclwell291988,1,3427260679
briannablake1071945,0,3480196601
briannadixon2891986,0,736718352
briannadixon2891986,1,736718352
briannadixon771978,0,1785454999
briannadixon771978,1,1785454999
briannadixon771978,1,1785454999
briannadiypn771978,1,1928116361
briannafeast28101918,1,1039859145
briannafeast28101918,0,1039859145
briannaferris461911,1,432754827
briannaferris471911,0,1912222642
briannalock1861946,1,4216609606
briannalock1861946,0,4216609606
briannalock1861946,1,4216609606
briannalock1861946,1,4216609606
briannalock1861946,1,4216609606
briannalock1861946,1,4216609606
briannapa2651921,1,640844060
briannaparr2651921,1,3393955962
briannaparr2651921,0,3393955962
briannaranson941948,1,113834450
briannaranson941948,1,113834450
briannaranson941948,0,113834450
briannaryan1621931,1,1389873701
briannaryan1631931,1,1288079772
briannaryan1631931,1,1288079772
briannaryan1631931,0,1288079772
briannasingleton1111951,1,180646036
briannasingleton1131951,0,2558016458
briannasingleton1131951,1,2558016458
briannasingleton1131951,1,2558016458
briannawardle2681944,0,3393630917
briannawaterston9111957,0,3506210739
briannawhite1031984,0,823692687
briannawhite1031984,1,823692687
briannawhite571986,0,932344300
briannaxardle2681944,1,2360088950
briannazilm1101947,0,2665943133
bribonbwaterston9111957,1,2796461593
bridburford1221909,1,1545166545
bridgetbordin1381929,1,668862140
bridgetbordin1381929,0,668862140
bridgetburford1221909,1,2833107330
bridgetburford1221909,0,2833107330
bridgetbvsford1221909,1,4052520953
bridgetdudgeon2831974,0,3669062157
bridgetdudgeon2831974,1,3669062157
bridgetdudgeon2831974,1,3669062157
bridgethand28121939,0,1094406533
bridgetknopf1731976,1,4234759623
bridgetknopf1731976,0,4234759623
bridgetmaynard1561925,1,938748233
bridgetmaynard1561925,0,938748233
bridgetmaynard1561925,1,938748233
bridgetrippingille2071951,1,1661230670
bridgetrippingille3091920,1,3655831565
bridgetrippingille3091920,1,3655831565
bridgetrippingille3091920,0,3655831565
bridgetrippingille3091920,1,3655831565
briellespears121989,0,1769797220
brigettemarlow21101998,0,3178018042
brigettemarlow21101998,1,3178018042
brigettemarlow21101998,1,3178018042
brigetterankine2571975,0,407832967
brigettesiviour23111969,0,3174286912
brigittewhite1821948,1,4139602887
brigittewhite1831948,0,375235040
brileysheldon2731920,1,799894499
brileysheldon2731920,0,799894499
brinbauman1141936,1,87454877
brinleyb1641936,1,3262282723
brinleybauman1141936,1,1574820164
brinleybauman1141936,1,1574820164
brinleybauman1141936,1,1574820164
brinleybauman1141936,0,1574820164
brinleybauman1141936,1,1574820164
brinleybauman2641936,1,491570036
brinleyho19111931,0,3088066050
brinleyho19111931,1,3088066050
brinleyhopa19111931,1,2014825919
brinleyhoxcjro19111931,1,353756894
briondudley591959,1,3917072952
brionydudley591959,0,1023984346
brionydudley591959,1,1023984346
brionydudley591959,1,1023984346
brionydudley591959,1,1023984346
brionydudleytsbyrmd591959,1,3010119756
brockmatthews1421949,1,3624319852
brockmatthews1421949,0,3624319852
brocknygaard2651973,0,2205661923
brockschembri1741953,0,3005943488
brodeeegan13111912,0,1181646287
brodeeegao24121912,1,1968612366
brodeemillar1521998,0,1364460808
brodeemillar1521998,1,1364460808
brodiealves17121959,0,3051931217
brodiegreen1041969,0,2541244370
brodyberry1811962,0,1276056153
brodyberry1811962,1,1276056153
brodykiss2371956,0,1250584464
brodykiss2371956,1,1250584464
brodykiss2371956,1,1250584464
brodykiss2371956,1,1250584464
brodylongman1021900,0,1496640225
brodylowe941990,1,695100037
brodylowe941990,0,695100037
brodynguyen2961997,0,1013668097
brodynguyen2961997,1,1013668097
brodystearnes1741944,1,1658417078
brodystearnes1741944,0,1658417078
brodystearnes1741944,1,1658417078
brookeberryman1751950,0,2106411049
brookebristow1221989,0,2253025168
brookebristow1221989,1,2253025168
brookebristow1221989,1,2253025168
brookebroadby19111910,1,3043301439
brookebroadby19111910,0,3043301439
brookeburnell1211930,0,1757914500
brookeclarke2381943,0,482391514
brookeegan171988,1,4175001194
brookeegan1741988,0,1958201394
brookeezxgillis521968,1,260411002
brookegillis521968,1,1469207717
brookegillis521968,0,1469207717
brookegreen1111992,0,2196154466
brookegreen1111992,1,2196154466
brookegreen1311992,1,3453190592
brookegreeo7101981,1,2791850828
brookeharrington2311991,0,1598420820
brookeharrington2311991,1,1598420820
brookehendricks1751945,0,1241220987
brookehomles1281936,1,3430503419
brookehomles1281936,1,3430503419
brookehomles1281936,1,3430503419
brookehomles1281936,0,3430503419
brookeklimowski581914,0,4109374816
brookelock8101920,0,342931175
brookeobersteller12121936,1,1290211316
brookeobersteller18121936,1,2057615166
brookeobersteller18121936,1,2057615166
brookeobersteller18121936,0,2057615166
brookepbesttfllfr18121936,1,2846664713
brookerabbitt2141908,1,583232739
brookerabbitt2141908,1,583232739
brookerabbitt2141908,0,583232739
brookerees1431963,0,1160688223
brookereid27121943,0,3416137290
brookeryan2741910,0,4209498936
brookeryan2741910,1,4209498936
brookewaller1621968,0,861527693
brookgreenecrhnjp1111992,1,1784226497
brooklynh261955,1,3375702697
brooklynhamley18111955,1,297743971
brooklynhamley261955,1,1554214053
brooklynhamley261955,0,1554214053
brooklynhamley261955,1,1554214053
brooklynhamley261955,1,1554214053
brooklynhamley261955,1,1554214053
brooklynmercorella571905,1,3974694258
brooklynmercorella571905,0,3974694258
brooklynryan1651920,0,643192502
brooklynryan1651920,1,643192502
brooklynryan1651920,1,643192502
brooklynryan1651920,1,643192502
brooklynryanousfx1271920,1,2656990629
brooklynrybo1651920,1,3986534999
brooklynwhite491941,0,2591191248
brooklynwhiteqpbso811941,1,1806170819
brooklyryan1651920,1,635853293
brookrees1431963,1,1286434218
brookryan1651920,1,2502201733
browhite491941,1,3544588783
brpdltdiembrj1741953,1,1725470178
brpoklynwhite491941,1,3656125594
bryceclarke13121982,0,3874939195
brycecrosswell22111930,1,4007250150
brycecrosswell22111930,0,4007250150
brycedixon5101930,1,2621774470
brycedixon7101930,0,2818557329
brycelavert321932,1,3090834500
brycelaverty1491967,1,2359170933
brycelaverty2121995,1,2622110823
brycelaverty2191995,1,2570819308
brycelaverty2191995,0,2570819308
brycelaverty2191995,1,2570819308
brycelaverty281995,1,2912067246
brycemorrison1591908,0,45039606
brycemorrison1591908,1,45039606
brycfcrosswell22121930,1,2676785579
bryclaverty2191995,1,4176420757
brydeelamprey451949,0,1216573076
brydonfogg891926,1,1494057776
brydonfogg891926,1,1494057776
brydonfogg891926,0,1494057776
brydonfogg891926,1,1494057776
brydongolder17121965,0,3523043579
brydongolder17121965,1,3523043579
brydongolderegcpmrl11121905,1,2163623229
brydonmacgowan1561913,1,2470704274
brydonmacgowan1561913,0,2470704274
bseoozwebbsymdfncu2951968,1,2700600711
bsookehomles1281936,1,1918795558
bsseomatthews2111986,1,3817603660
bsydonmacgpxbo3161913,1,4210637904
bwintulich431981,1,1828477897
byronwhite111958,0,2036370667
byronwhite111958,1,2036370667
byronwhiteajozvxec111958,1,374415984
cadeapmqucolema16101947,1,743632334
cadebishop541983,1,2019749123
cadebishop541983,1,2019749123
cadebishop541983,1,2019749123
cadebishop541983,0,2019749123
cadebishopopumi541983,1,535530933
cadecoleman22121947,1,3331569176
cadecoleman23111947,1,2728847062
cadecoleman23111947,0,2728847062
cadecoleman23111947,1,2728847062
cadecoleman23111947,1,2728847062
cadehazxcoleman23111947,1,3496430177
cadietrich181955,1,399312717
caicfrsz2261940,1,175656597
cainberry2281999,0,2322622598
caindietrich181955,0,3055954381
caindndietrich1351952,1,3155881964
caindooley2161957,0,917784903
cainlowe2571906,0,1590476540
cainmasurpgzvlowe2571906,1,1776189813
cainquilliam24111986,1,2976084840
cainquilliam24111986,1,2976084840
cainquilliam24111986,1,2976084840
cainquilliam24111986,0,2976084840
cainquilliamct24121986,1,1529705052
cainsynnet26121959,1,3805628121
cainsynnet9121988,0,3739765452
caitdixon791998,1,1524757412
caitharjanta1021934,1,566851922
caitlbasey1171911,1,3881005154
caitlberry2261940,1,3337024449
caitlidominey30111963,1,1366750766
caitlinalessi1171941,1,1417005942
caitlinalessi2171941,0,1981175145
caitlinbas1171911,1,2804465613
caitlinbasey1171911,0,501679102
caitlinbasey1171911,1,501679102
caitlinbasey1171911,1,501679102
caitlinbasey1181911,1,3239881891
caitlinberry2261940,0,3281257483
caitlinberry2261940,1,3281257483
caitlinberry2261940,1,3281257483
caitlinberry2261940,1,3281257483
caitlinberry2261940,1,3281257483
caitlinberry2811959,1,1752337784
caitlinberry2831959,0,595895031
caitlinberry2831959,1,595895031
caitlinberry481978,1,2209349582
caitlinberry481978,0,2209349582
caitlinberryfxsvo2831909,1,1814890811
caitlinberryroyla2261940,1,3972021734
caitlinbevis11101960,0,3697517120
caitlinbossence2441904,1,609643216
caitlinbossence2641904,0,2761322880
caitlinbossence2641904,1,2761322880
caitlinbossence2641904,1,2761322880
caitlincheel1951964,0,809905338
caitlincoxon171916,0,3679781711
caitlind4121957,1,25945396
caitlinde boar7121945,1,2110539773
caitlinde boar721946,1,612796739
caitlinde boar731946,0,4288729787
caitlindixon791998,1,1015743748
caitlindixon791998,0,1015743748
caitlindixondgmjye791998,1,567828697
caitlindixono1451966,1,3564392990
caitlindolan11121957,0,805164662
caitlindominey13111976,1,1703415337
caitlindominey13111976,1,1703415337
caitlindominey13111976,1,1703415337
caitlindominey13111976,0,1703415337
caitlindominey13111976,1,1703415337
caitlinepcbasey1171911,1,4140630337
caitlineverett1741901,0,2632633292
caitlineverett1741901,1,2632633292
caitlineverett541901,1,2354481689
caitlinewhite1481902,1,4039470580
caitlingatward2791979,0,4232607989
caitlingbuxbse2791979,1,3506120741
caitlingrimm981952,1,914681739
caitlingrimm981952,1,914681739
caitlingrimm981952,1,914681739
caitlingrimm981952,0,914681739
caitlinharjanta1021934,1,4166142985
caitlinharjanta1021934,0,4166142985
caitlinhervey5121933,0,963617282
caitlinhervey5121933,1,963617282
caitlinhervey5121933,1,963617282
caitlinherveyvrjxh5121933,1,2416206550
caitlinherwfy521933,1,461695018
caitlinhingston581998,1,1327798902
caitlinhingston581998,0,1327798902
caitlinkhammash1311981,0,1754600090
caitlinkhamnath1311981,1,1904990324
caitlinleslie211942,0,1745765969
caitlinluckens2071964,0,3226141470
caitlinluckens2071964,1,3226141470
caitlinluckensvdzhl2071964,1,2273292686
caitlinmftljf211902,1,1195759941
caitlinmilburn511943,1,2094036614
caitlinmilburn511953,0,2403785004
caitlinmilburn971939,1,2680364054
caitlinmitton1751926,0,140762322
caitlinmorrison471913,1,737965281
caitlinmorrison471913,0,737965281
caitlinpapanotis2931972,0,1481544933
caitlinportlock1281911,0,2100221113
caitlinportlock19111967,1,3139839490
caitlinprocter15121926,0,1208138919
caitlinprocter15121926,1,1208138919
caitlinrastar3151994,0,2652372577
caitlinrider17101958,1,3457471251
caitlinrider241958,1,2559680869
caitlinrider2841958,0,647532309
caitlinrider2841958,1,647532309
caitlinrider2841958,1,647532309
caitlinrider2841958,1,647532309
caitlinrjder3161958,1,2382930105
caitlinso2111910,1,4205836800
caitlinsommariva2211920,1,2756925897
caitlinsommariva2611920,0,970262514
caitlinsommariva2611920,1,970262514
caitlinsommariva2611920,1,970262514
caitlinterend2881974,0,2930736102
caitlinterendob2831974,1,781754001
caitlinthalfrpbndixonaiszr791998,1,693540189
caitlintommariwa2631920,1,1802586158
caitlintpnnbsiwa2611920,1,307613421
caitlinweaver991968,0,211445173
caitlinweaver991968,1,211445173
caitlinweaver991968,1,211445173
caitlinweller2571969,0,2270466146
caitlinweller2571969,1,2270466146
caitlinwhite1481902,1,1329700979
caitlinwhite1481902,0,1329700979
caitlinwhite1481902,1,1329700979
caitlinwhite1481932,1,1290949528
caitlinwhite7121943,0,3480702803
caitlinwhitewxsjeap1781992,1,880998520
caitlinwkvzberry2261940,1,2433017096
caitlyncampbell1261993,1,1047128385
caitlyncampbell1261993,0,1047128385
caitlynclar2411942,1,797141325
caitlynclarke2411942,1,3164990155
caitlynclarke2411942,0,3164990155
caitlyngreen14111969,1,2655130488
caitlyngreen14111969,0,2655130488
caitlynmillar1791994,1,1664775145
caitlynmillar1791994,0,1664775145
caitlynmillar1791994,1,1664775145
caitlynmillar1791994,1,1664775145
caitlynmillar1791994,1,1664775145
caitlynpallot1511966,0,524982610
caitmindominey13111976,1,292919027
caitmitton1751926,1,4250644543
cajmferyan721941,1,950765044
cajtlyngreen14111969,1,2757041598
cajtmioberry2261940,1,2473541520
cajuljoluckens2071964,1,3358432650
calavis2371941,1,308237854
calebber1131951,1,1131534234
calebbersable1131951,1,449869391
calebbersable1131951,0,449869391
calebblake111953,1,1203513279
calebblake511953,1,1782652477
calebblake511953,0,1782652477
calebblake511953,1,1782652477
calebbristow2131972,1,1693812204
calebbristow2131972,0,1693812204
calebbristow2151972,1,1092981155
calebcampbell2291922,0,1384277666
calebcampbell551902,1,2762568988
calebcampbell551902,0,2762568988
calebcampbell551902,1,2762568988
calebcampbellu551902,1,1018130676
calebdabinet2061904,0,961957917
calebdabinet2061904,1,961957917
calebdbkwquillpsbh321904,1,4277019910
calebdeakin2841993,0,3061059786
calebefzcampbell5101902,1,1409888740
calebkwiatek21111964,0,4179543126
caleblibrandi441973,1,3284711516
caleblibrandi441973,0,3284711516
caleblibrandi7121923,1,4234632469
calebmckane2031937,0,541586950
calebmckanezb2031937,1,3949147550
calebmenzies271946,1,3284545626
calebmenzies271946,0,3284545626
calebmenzies271946,1,3284545626
calebmenzies271946,1,3284545626
calebmiotto2971961,1,237519413
calebmiotto2971961,0,237519413
calebmiotto2971961,1,237519413
calebmiottotqmocx2971961,1,4065446183
calebnewber321921,1,3737360553
calebnewberr3121921,1,897353544
calebnewberry3121921,0,1323571765
calebovicdabinet2061904,1,336220388
calebpurbell2541949,1,2841333827
calebpurbell2541949,1,2841333827
calebpurbell2541949,1,2841333827
calebpurbell2541949,0,2841333827
calebquill321904,0,191891452
calebrauseo2791944,0,1351845656
calebroberts-yates1491967,0,1503095434
calebspkqmyrauseo1791944,1,1605796591
calebspurden1681958,0,1684577231
calebspurdenmc1491933,1,1658846086
calebthorpe1811959,0,1380308936
calebthorpe1811959,1,1380308936
calebtmnpdwlibrandi441973,1,2185705656
calebwe351930,1,4074024932
calebweaver2751930,0,1285441818
calebwebb971989,0,3870422798
calebxytzqllibrandi441973,1,2762688625
calfbnewberry3121921,1,517052449
calliewebb21111908,1,3106474321
calliewebb21111908,0,3106474321
callumerett2581955,0,3338757899
callumerettyhvbwuo281953,1,4197949363
callumeverett19111984,1,2815737681
callumeverett3131984,0,1432414386
callumftpocdjancek29121920,1,4168201909
callumhause2931948,1,1902828719
callumhauser2931918,1,2981316645
callumhauser2931948,1,463735732
callumhauser2931948,0,463735732
callumhauserpjobdr2931948,1,243745343
callumjancek29121920,1,855252515
callumjancek29121920,0,855252515
callumjancek29121920,1,855252515
callumjancek29121980,1,4271925418
callumlowry23111997,1,3719026349
callumlowry23111997,0,3719026349
callumlowry23111997,1,3719026349
callumlowry23111997,1,3719026349
callumlowry23121997,1,3096468768
callumlowryurmlt23111997,1,401907457
callummahon991904,0,2496892004
callummoyse1471913,0,2366108235
callumwebb2941900,0,736406799
callumwheatley6111965,0,3576450221
calmahon9121904,1,148808519
calvingoode1691951,1,3560936187
calvingoode1691951,0,3560936187
calvinherbert291999,0,3687245345
calvinherbert291999,1,3687245345
calvinqinourvnao781954,1,1252265469
calvintruman781954,1,1986418223
calvintruman781954,1,1986418223
calvintruman781954,0,1986418223
calvintruman781954,1,1986418223
calvintrumanu9101954,1,2965868715
calvinwhite3171956,1,3127206408
calvinwhite3171956,0,3127206408
cambellclarke2631925,1,2023172623
cambellclarke2631925,1,2023172623
cambellclarke2631925,0,2023172623
cambellcol16101973,1,3240018281
cambellcoleman16101973,1,748771962
cambellcoleman16101973,0,748771962
cambellcolemand16101973,1,1738475209
cambellcolembn16101973,1,2870893742
cambellcroker17111974,0,3639913345
cambelleclar2631925,1,3566127960
cambellryan1641970,1,633028148
cambellryan1641970,1,633028148
cambellryan1641970,1,633028148
cambellryan1641970,1,633028148
cambellryan1641970,0,633028148
camcellclarke2631925,1,3540092479
camermatthews1551932,1,762551265
camerokouimanis30101905,1,3375058412
cameroncioffi2571986,0,3691772171
camerondolejs2261936,1,1403716325
camerondolejs2881925,0,2317949911
camerondolejs2881925,1,2317949911
camerondolejs2881925,1,2317949911
camerondolejs2881925,1,2317949911
camerondolejs2881925,1,2317949911
camerondolejs2881925,1,2317949911
camerondolejsefdazhvb2881925,1,1287390842
cameroneuzdwallsqbdthrjwcnvisxg511946,1,1618556645
cameronkbplwalls5101946,1,3571601939
cameronkouimanis1101967,1,699658779
cameronkouimanis9101967,1,2349943056
cameronkouimanis9101967,0,2349943056
cameronkouimanis911967,1,466517463
cameronlavis2371941,1,2228077485
cameronlavis2371941,1,2228077485
cameronlavis2371941,0,2228077485
cameronma1551932,1,3747404645
cameronmatthews1551932,1,4235230193
cameronmatthews1551932,1,4235230193
cameronmatthews1551932,1,4235230193
cameronmatthews1551932,0,4235230193
cameronmatthews1551932,1,4235230193
cameronmatthews1551932,1,4235230193
cameronmatthewsdakyp1551932,1,4237858840
cameronmcgargil821941,0,2317662280
cameronmcgargil821941,1,2317662280
cameronmsuvhxmatthews1551932,1,1224238939
cameronpaterson2181956,0,1418649520
cameronpride1561999,1,3226705959
cameronprideaux1241987,1,1716526857
cameronprideaux1561999,1,3650020539
cameronprideaux1561999,0,3650020539
cameronprideaux1561999,1,3650020539
cameronprideaux1561999,1,3650020539
cameronshepherd2681962,0,4084598230
cameronshepherd2711969,0,1762783416
cameronshepherdy2711969,1,1821851622
cameronvirgen631940,0,2186175270
cameronwalls15101946,1,230157696
cameronwalls5101946,0,2901389128
cameronwhite561947,1,2841539849
cameronwhite561947,0,2841539849
cameronwilkins1651958,0,3665858426
campbeljeffriesrfxqdak2161981,1,88976503
campbellcampbell1511955,0,2319454515
campbellcampbell1511955,1,2319454515
campbellcampbell15121955,1,1329245153
campbellcanqcemm1511955,1,2068982387
campbellclarke1061922,0,2221559660
campbellcolquhoun2131931,1,917753722
campbellcolquhoun3181949,1,4198019272
campbellcolquhoun3181949,0,4198019272
campbellcolquhoun3181949,1,4198019272
campbellcolquhoun381949,1,3732138143
campbellcolquhouneqkcn3181949,1,957559574
campbellcolquhounz3181949,1,277912124
campbelldichiera30101985,0,289070104
campbellje2161981,1,969919574
campbellje2161981,1,969919574
campbelljeffries1961981,1,3120823765
campbelljeffries2161981,0,2557690589
campbelljeffries2741981,1,3165932920
campbellnguyen2531963,0,328712073
campbellnguyen2531963,1,328712073
campbellnguyenzbvwpqa2631961,1,3474185104
campbelltphnseclarke1061922,1,2943659272
campbellwebb22101998,1,78978603
campbellwebb22101998,0,78978603
campbellzilm2351987,1,2147303779
campbellzilm2351987,0,2147303779
campcolquhounnhfpcemslbutdxa3181949,1,2414021709
camvinhfscest1991999,1,2367068322
caportlocku2571911,1,3583243217
caressemilburn2091938,1,3682340168
caressemilburn2091938,0,3682340168
caressemilburn2091938,1,3682340168
cariderg481958,1,4128662672
carlagasparin29121951,1,346325023
carlagasparin29121951,1,346325023
carlagasparin29121951,1,346325023
carlagasparin29121951,0,346325023
carlahofhuis1681966,0,3514746772
carlakirasa181963,1,683518134
carlakirasak181963,1,2624199023
carlakirasak181963,0,2624199023
carlamatthews3071948,0,2314051944
carlambuuhext3071948,1,1543836277
carlaogasparin29121951,1,1418060026
carlapegg1421920,0,1622406005
carlaxvhofhuis1681966,1,3671994319
carlazftkirasakzsrdcntx181963,1,2923399314
carlincrouch13121968,1,705218416
carlincrouch23121965,0,1721336338
carlinflannery1941924,0,1858264521
carlinflannery1941924,1,1858264521
carlingarcia24101924,1,1117894649
carlingarcia24101924,1,1117894649
carlingarcia24101924,0,1117894649
carlinsherriff25111965,0,3017587844
carlinzordan2061907,0,4207205358
carlombardi1331908,1,613185853
carlygeorgetti261966,1,2552008691
carlygeorgetti261974,0,1247801443
carlygeorgetti261974,1,1247801443
carlygeorgetti261974,1,1247801443
carlyherbert19111956,0,227020506
carlyherbertzmufc19111956,1,3108993329
carlyhoneychurch1371951,1,3254016269
carlyhoneychurch1371951,0,3254016269
carlymatthews1511946,0,779382639
carlywe3121912,1,3654988996
carlywebb3121912,0,1292039780
carlywebb361915,1,2639753689
carmenlombardi1331908,0,2802799132
carmenmiles161922,1,156673013
carmenmiles161922,1,156673013
carmenmiles161922,0,156673013
carmenwiseman1471900,0,883073601
caseychittleborough3051955,0,681499183
caseycroker26121947,0,4276959299
caseycrokerqk26121947,1,3561411480
caseyfitzpatrick1141932,0,2532793819
caseyfitzpatrick1241932,1,3788357248
caseyflatman2101993,0,663414964
caseyhearn2251939,0,2643862571
caseyhearn2251939,1,2643862571
caseyhearn2251939,1,2643862571
caseyhearn2251939,1,2643862571
caseyhearn2251939,1,2643862571
caseyhearn2251939,1,2643862571
caseyhearnvoytg2251939,1,3968314481
caseyjmnlxhearnb861939,1,1737996072
caseykgchittleborough3051955,1,355142477
caseywhite24101948,0,2018854831
cassandracappelluti1941935,1,4167190472
cassandracappelluti1941935,1,4167190472
cassandracappelluti1941935,0,4167190472
cassandraeng1671957,0,4041629551
cassandralock6121937,1,3496747146
cassandralock6121937,0,3496747146
cassandralock7121937,1,3296465191
cassandralocks30111906,1,3756089680
cassandraseymour-griffin13121996,0,2642661786
cassandraseymour-griffin13121996,1,2642661786
cassandraseymour-griffin13121996,1,2642661786
cassandrawebb1031930,0,2637755637
cassandrawebb1031930,1,2637755637
cassandrawebb2531971,1,3485687061
cassandraymjcappelluti1941935,1,453979929
cassidycampbell2231916,0,3841262679
cassidymorrison341916,0,2124106717
cassidymorrison341916,1,2124106717
cassidymorrison341916,1,2124106717
cassidymorrison341916,1,2124106717
catherinebartel2881908,1,3805646449
catherinebartel2881908,0,3805646449
catherinebishop2721941,1,599048406
catherinebishop2751941,1,3570008039
catherinebishop2751941,0,3570008039
catherinebishop2751941,1,3570008039
catherinecampbell1031973,1,201259999
catherinecampbell1031973,1,201259999
catherinecampbell1031973,0,201259999
catherinecampbell1031973,1,201259999
catherinecampbell1031973,1,201259999
catherinecampbell1031973,1,201259999
catherinecampbell1031973,1,201259999
catherinecrouch1591964,1,1503766722
catherinecrouch2691989,0,4088375873
catherinedavid1221962,1,3908764962
catherinedavid1221962,1,3908764962
catherinedavid1221962,0,3908764962
catherinedavid2621962,1,2015785513
catherinedolzan22121944,0,3896537911
catherinedpmabo22121944,1,2689007864
catherinegawthrop3101915,0,2872053154
catherinegawthrop3101915,1,2872053154
catherinegawthrop3101915,1,2872053154
catherinegawthrop3101915,1,2872053154
catherinegawthrop3101915,1,2872053154
catherinegawthropygal17101915,1,1689906574
catherinenewport191958,0,3808960720
cathernexqosu191958,1,2439648546
cbilfzheuermfipwvbljhaoxcd13101951,1,4188008725
cbimfytuaomey481901,1,2210140375
cbitlincatfz1871911,1,3228163465
cbjtljncoxon171916,1,3455168016
cblakeywdcgetunrzjqbv511953,1,4290732851
cbmqbelmclarke1061922,1,1762550649
cbthfrinenewport191958,1,3723143165
cbtifrinedavid1221962,1,2841923550
celjodbhiltonvepgafkqrshuzdj1671964,1,2261248810
cenjbmios7121900,1,2431191212
cetibojfnguyen2471940,1,1119772015
cfojamjncrpwof2731966,1,2216434684
cftibozfinlay1761966,1,1509579975
cftibozjolly2261969,1,1758068062
cfuiaozfinlay161966,1,2872339682
chagilbertson1371976,1,3479228539
chagreen3091948,1,1164836588
channinggenovese2441957,1,1740148064
channinggenovese2441957,0,1740148064
channinghaak6111950,1,1329086071
channinghaak841997,0,867233156
channinghaak841997,1,867233156
channinghick22111920,1,4176064624
channinghick22111920,1,4176064624
channinghick22111920,0,4176064624
channingrichardon2851984,1,3768020130
channingrichardon2851984,1,3768020130
channingrichardon2851984,1,3768020130
channingrichardon2851984,1,3768020130
channingrichardon2851984,1,3768020130
channingrichardon2851984,0,3768020130
channingrichardon2851984,1,3768020130
channingrichardon2851984,1,3768020130
channingrichardonv2851984,1,2587627258
channingvomfrichardon2851984,1,610542552
channingwhite2421977,0,3969879337
channingwhite7101977,1,2486987788
channingwhiteymcqpl2421977,1,3808194208
channingxiiuf2421977,1,843011213
channinhickdiaw29111920,1,2579055969
chantellecyposeppelt1481937,1,459085609
chantelleseppelt1481937,0,2592383580
chaooioggenovese2441957,1,881404725
chaoojnghick22111920,1,2133811039
charichardon2851984,1,1423356305
charleecoulson1891910,0,2982167332
charleeponsford3081929,1,3685086686
charleeponsford3121992,1,3750336821
charleeponsford381921,1,2080597405
charleeponsford381929,0,863646856
charleeponsford381929,1,863646856
charleeponsford381929,1,863646856
charleeponsford381929,1,863646856
charleseileen7121984,1,1072874561
charleseileen7121984,0,1072874561
charleseileenodfcg7121984,1,1749907897
charlesflaus1011923,1,2376137541
charlesflaus1011923,0,2376137541
charlesgreen3091948,0,3234840829
charlesgreen3091948,1,3234840829
charleshassall2011965,0,4136586929
charleshassall2011965,1,4136586929
charleshurkett22121984,0,2522229487
charlesmatthews1631915,0,2905328863
charlesrees2841971,0,2462007648
charlesrhassall2011965,1,1707042646
charlessarny14101997,1,2945264502
charlessarny14101997,0,2945264502
charlessarny14101997,1,2945264502
charlessdvmatthews1041915,1,2711192852
charlestkachuk2561962,0,871905482
charlestkachuk2561962,1,871905482
charleswhite2311947,0,3193656997
charleswhite2311947,1,3193656997
